Label,x,y,z,xAcc,yAcc,zAcc,yaw,pitch,roll,yawAcc,pitchAcc,rollAcc
DSLR1_IMG_0027.jpg,762811.4729,3295763.045,4054.347107,0.1,0.1,0.5,251.489767,79.626061,33.801264,5,5,5
DSLR2_IMG_0039.jpg,762757.7568,3295792.657,4046.607732,0.1,0.1,0.5,254.543333,79.531203,46.108729,5,5,5
DSLR3_IMG_0028.jpg,762735.4155,3295806.229,4042.462304,0.1,0.1,0.5,243.667066,81.178983,41.131838,5,5,5
DSLR4_IMG_0048.jpg,762703.871,3295824.131,4035.770015,0.1,0.1,0.5,215.228269,82.040029,20.978858,5,5,5
