Label,x,y,z,x acc,y acc,z acc,yaw,pitch,roll,yaw acc,pitch acc,roll acc
DSLR1_IMG_0221.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4306101,10.09079227,4.402262729,0.01,0.01,0.01
DSLR1_IMG_0223.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4762661,10.09369212,4.351433533,0.01,0.01,0.01
DSLR1_IMG_0224.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4895898,10.14978309,4.3962328,0.01,0.01,0.01
DSLR1_IMG_0225.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.6519986,10.09416528,4.366955651,0.01,0.01,0.01
DSLR1_IMG_0225.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.6519986,10.09416528,4.366955651,0.01,0.01,0.01
DSLR1_IMG_0234.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4827846,10.06708639,4.372096113,0.01,0.01,0.01
DSLR1_IMG_0235.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4734624,10.12582618,4.363088729,0.01,0.01,0.01
DSLR1_IMG_0236.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5811206,10.10989746,4.354107715,0.01,0.01,0.01
DSLR1_IMG_0248.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4242949,10.09561627,4.363554934,0.01,0.01,0.01
DSLR1_IMG_0249.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_0270.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4197108,10.09730502,4.366711198,0.01,0.01,0.01
DSLR1_IMG_0284.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4385034,10.08494239,4.359608253,0.01,0.01,0.01
DSLR1_IMG_0285.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4545279,10.12648515,4.365553496,0.01,0.01,0.01
DSLR1_IMG_0285.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4545279,10.12648515,4.365553496,0.01,0.01,0.01
DSLR1_IMG_0293.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4606297,10.04333153,4.387710294,0.01,0.01,0.01
DSLR1_IMG_0293.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4606297,10.04333153,4.387710294,0.01,0.01,0.01
DSLR1_IMG_0294.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4346128,10.13478429,4.361706943,0.01,0.01,0.01
DSLR1_IMG_0295.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4604408,10.12431644,4.357645467,0.01,0.01,0.01
DSLR1_IMG_0296.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4526809,10.14649043,4.372196526,0.01,0.01,0.01
DSLR1_IMG_0297.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4639351,10.12493847,4.369316327,0.01,0.01,0.01
DSLR1_IMG_0298.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4942744,10.10484938,4.399194741,0.01,0.01,0.01
DSLR1_IMG_0305.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4429083,10.01883547,4.523087393,0.01,0.01,0.01
DSLR1_IMG_0305.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4429083,10.01883547,4.523087393,0.01,0.01,0.01
DSLR1_IMG_0306.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4716061,10.07195543,4.366335831,0.01,0.01,0.01
DSLR1_IMG_0307.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4687281,10.12708729,4.364144067,0.01,0.01,0.01
DSLR1_IMG_0308.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4765083,10.12870847,4.364978796,0.01,0.01,0.01
DSLR1_IMG_0309.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5928576,10.11514422,4.34330234,0.01,0.01,0.01
DSLR1_IMG_0319.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4326248,10.08546543,4.375529874,0.01,0.01,0.01
DSLR1_IMG_0320.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4750313,10.07942774,4.348685471,0.01,0.01,0.01
DSLR1_IMG_0321.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4717174,10.11751015,4.364750983,0.01,0.01,0.01
DSLR1_IMG_0321.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4717174,10.11751015,4.364750983,0.01,0.01,0.01
DSLR1_IMG_0331.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4302478,10.07018331,4.358950809,0.01,0.01,0.01
DSLR1_IMG_0333.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5115304,10.09862437,4.391763066,0.01,0.01,0.01
DSLR1_IMG_0343.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4405517,10.10238785,4.356357421,0.01,0.01,0.01
DSLR1_IMG_0344.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4663684,10.13355431,4.354635181,0.01,0.01,0.01
DSLR1_IMG_0345.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4749498,10.12821407,4.384643556,0.01,0.01,0.01
DSLR1_IMG_0345.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4749498,10.12821407,4.384643556,0.01,0.01,0.01
DSLR1_IMG_0355.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.427796,10.07652929,4.423274737,0.01,0.01,0.01
DSLR1_IMG_0356.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4431877,10.0410039,4.538607601,0.01,0.01,0.01
DSLR1_IMG_0356.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4431877,10.0410039,4.538607601,0.01,0.01,0.01
DSLR1_IMG_0366.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3341015,10.32060934,3.03679713,0.01,0.01,0.01
DSLR1_IMG_0366.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3341015,10.32060934,3.03679713,0.01,0.01,0.01
DSLR1_IMG_0368.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4168402,10.10169543,4.371696307,0.01,0.01,0.01
DSLR1_IMG_0379.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4461133,10.05538801,4.364371946,0.01,0.01,0.01
DSLR1_IMG_0380.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4639743,10.08817836,4.38545419,0.01,0.01,0.01
DSLR1_IMG_0381.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4777864,10.08454443,4.348362131,0.01,0.01,0.01
DSLR1_IMG_0390.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4388262,10.07306531,4.356611532,0.01,0.01,0.01
DSLR1_IMG_0391.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4568956,10.09859232,4.344917829,0.01,0.01,0.01
DSLR1_IMG_0392.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4506034,10.12658201,4.351826618,0.01,0.01,0.01
DSLR1_IMG_0393.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4802047,10.12510934,4.347795117,0.01,0.01,0.01
DSLR1_IMG_0393.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4802047,10.12510934,4.347795117,0.01,0.01,0.01
DSLR1_IMG_0402.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4424613,10.07808733,4.356894225,0.01,0.01,0.01
DSLR1_IMG_0402.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4424613,10.07808733,4.356894225,0.01,0.01,0.01
DSLR1_IMG_0403.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4704483,10.11623469,4.341472781,0.01,0.01,0.01
DSLR1_IMG_0404.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4902126,10.13530865,4.36096255,0.01,0.01,0.01
DSLR1_IMG_0414.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4404424,10.03271483,4.44440095,0.01,0.01,0.01
DSLR1_IMG_0440.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4501822,10.07109613,4.29746479,0.01,0.01,0.01
DSLR1_IMG_0440.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4501822,10.07109613,4.29746479,0.01,0.01,0.01
DSLR1_IMG_0441.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4447389,10.07394299,4.322536415,0.01,0.01,0.01
DSLR1_IMG_0449.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4468626,10.01425517,4.494002705,0.01,0.01,0.01
DSLR1_IMG_0449.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4468626,10.01425517,4.494002705,0.01,0.01,0.01
DSLR1_IMG_0450.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4451183,10.02432783,4.498840652,0.01,0.01,0.01
DSLR1_IMG_0450.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4451183,10.02432783,4.498840652,0.01,0.01,0.01
DSLR1_IMG_0464.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4191362,10.09890015,4.353074274,0.01,0.01,0.01
DSLR1_IMG_0477.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_0477.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_0487.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4401191,10.07378366,4.402830247,0.01,0.01,0.01
DSLR1_IMG_0488.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4458764,10.09529811,4.367019722,0.01,0.01,0.01
DSLR1_IMG_0497.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4123639,10.0898111,4.358829806,0.01,0.01,0.01
DSLR1_IMG_0498.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4400343,10.07760678,4.347232703,0.01,0.01,0.01
DSLR1_IMG_0499.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4468176,10.09812349,4.332042884,0.01,0.01,0.01
DSLR1_IMG_0509.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4129102,10.06663528,4.352935486,0.01,0.01,0.01
DSLR1_IMG_0509.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4129102,10.06663528,4.352935486,0.01,0.01,0.01
DSLR1_IMG_0510.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4412903,10.0911132,4.34945124,0.01,0.01,0.01
DSLR1_IMG_0511.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4572893,10.09449342,4.344209605,0.01,0.01,0.01
DSLR1_IMG_0512.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.456535,10.12387476,4.345059461,0.01,0.01,0.01
DSLR1_IMG_0513.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4950819,10.1118454,4.330663495,0.01,0.01,0.01
DSLR1_IMG_0522.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.460384,10.07954476,4.349236559,0.01,0.01,0.01
DSLR1_IMG_0523.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4835441,10.10803723,4.339680712,0.01,0.01,0.01
DSLR1_IMG_0524.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4963682,10.12543331,4.34361977,0.01,0.01,0.01
DSLR1_IMG_0525.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.6999251,10.02806088,4.480279445,0.01,0.01,0.01
DSLR1_IMG_0533.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4313047,10.03542681,4.343846976,0.01,0.01,0.01
DSLR1_IMG_0534.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4701509,10.05159262,4.331900555,0.01,0.01,0.01
DSLR1_IMG_0535.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4798997,10.11878201,4.346376972,0.01,0.01,0.01
DSLR1_IMG_0536.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5336803,10.07309387,4.310854846,0.01,0.01,0.01
DSLR1_IMG_0546.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4493312,10.04332242,4.444698775,0.01,0.01,0.01
DSLR1_IMG_0557.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4382834,10.05237323,4.353471123,0.01,0.01,0.01
DSLR1_IMG_0557.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4382834,10.05237323,4.353471123,0.01,0.01,0.01
DSLR1_IMG_0558.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4455657,10.08351994,4.347571322,0.01,0.01,0.01
DSLR1_IMG_0559.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4541951,10.1024705,4.34608325,0.01,0.01,0.01
DSLR1_IMG_0560.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5315563,10.0722612,4.316234474,0.01,0.01,0.01
DSLR1_IMG_0570.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4325479,10.0770886,4.345975626,0.01,0.01,0.01
DSLR1_IMG_0583.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4489087,10.06521704,4.331798739,0.01,0.01,0.01
DSLR1_IMG_0584.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.444557,10.10638488,4.34444751,0.01,0.01,0.01
DSLR1_IMG_0585.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4651515,10.12108558,4.321486316,0.01,0.01,0.01
DSLR1_IMG_0593.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4603441,9.986091011,4.370138532,0.01,0.01,0.01
DSLR1_IMG_0594.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4894956,10.05091574,4.344353758,0.01,0.01,0.01
DSLR1_IMG_0595.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4907313,10.11656316,4.32533656,0.01,0.01,0.01
DSLR1_IMG_0596.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5059469,10.10775587,4.317135315,0.01,0.01,0.01
DSLR1_IMG_0597.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5542513,10.10268633,4.37493919,0.01,0.01,0.01
DSLR1_IMG_0597.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5542513,10.10268633,4.37493919,0.01,0.01,0.01
DSLR1_IMG_0605.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4660777,10.00114791,4.388202779,0.01,0.01,0.01
DSLR1_IMG_0606.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4545179,10.04210999,4.350013943,0.01,0.01,0.01
DSLR1_IMG_0607.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4753017,10.0508853,4.313917853,0.01,0.01,0.01
DSLR1_IMG_0608.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4809047,10.13838406,4.344447741,0.01,0.01,0.01
DSLR1_IMG_0617.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.422469,10.05483984,4.342293728,0.01,0.01,0.01
DSLR1_IMG_0619.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4831322,10.07909542,4.322228352,0.01,0.01,0.01
DSLR1_IMG_0628.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4754198,10.0264588,4.269840283,0.01,0.01,0.01
DSLR1_IMG_0628.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4754198,10.0264588,4.269840283,0.01,0.01,0.01
DSLR1_IMG_0631.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.476432,10.07808164,4.329103183,0.01,0.01,0.01
DSLR1_IMG_0641.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4341118,10.05995698,4.350708559,0.01,0.01,0.01
DSLR1_IMG_0642.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4390785,10.06446873,4.334412837,0.01,0.01,0.01
DSLR1_IMG_0655.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4411577,10.06447321,4.339467423,0.01,0.01,0.01
DSLR1_IMG_0657.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4224446,10.09308946,4.318764423,0.01,0.01,0.01
DSLR1_IMG_0657.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4224446,10.09308946,4.318764423,0.01,0.01,0.01
DSLR1_IMG_0665.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4463536,10.03790758,4.351492439,0.01,0.01,0.01
DSLR1_IMG_0665.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4463536,10.03790758,4.351492439,0.01,0.01,0.01
DSLR1_IMG_0666.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4513391,10.05054634,4.33381045,0.01,0.01,0.01
DSLR1_IMG_0667.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4669277,10.07034117,4.326461221,0.01,0.01,0.01
DSLR1_IMG_0668.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.5809762,10.05311876,4.34255352,0.01,0.01,0.01
DSLR1_IMG_0679.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4766446,10.06849655,4.363849789,0.01,0.01,0.01
DSLR1_IMG_0693.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4859952,9.964821446,4.580603284,0.01,0.01,0.01
DSLR1_IMG_0693.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4859952,9.964821446,4.580603284,0.01,0.01,0.01
DSLR1_IMG_0701.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4210861,10.03499805,4.333054294,0.01,0.01,0.01
DSLR1_IMG_0702.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.457876,10.04500705,4.346811022,0.01,0.01,0.01
DSLR1_IMG_0703.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4401138,10.0978268,4.335764845,0.01,0.01,0.01
DSLR1_IMG_0705.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.59683,10.12328288,4.327872133,0.01,0.01,0.01
DSLR1_IMG_0713.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.451712,9.94565279,4.582207567,0.01,0.01,0.01
DSLR1_IMG_0713.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.451712,9.94565279,4.582207567,0.01,0.01,0.01
DSLR1_IMG_0714.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4118184,10.17260455,3.591960556,0.01,0.01,0.01
DSLR1_IMG_0716.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4813124,10.03639106,4.217865123,0.01,0.01,0.01
DSLR1_IMG_0727.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4661448,10.03945715,4.224906095,0.01,0.01,0.01
DSLR1_IMG_0728.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.3925112,10.22813678,3.183836625,0.01,0.01,0.01
DSLR1_IMG_0729.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_0729.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4879622,10.72891352,5.653306983,0.01,0.01,0.01
DSLR1_IMG_0737.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4131039,10.06714289,4.31182115,0.01,0.01,0.01
DSLR1_IMG_0737.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4131039,10.06714289,4.31182115,0.01,0.01,0.01
DSLR1_IMG_0738.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4531627,10.05467473,4.325522295,0.01,0.01,0.01
DSLR1_IMG_0739.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.451818,10.08119059,4.327580115,0.01,0.01,0.01
DSLR1_IMG_0740.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4569352,10.11090482,4.335127392,0.01,0.01,0.01
DSLR1_IMG_0741.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.498932,10.12552288,4.339378393,0.01,0.01,0.01
DSLR1_IMG_0741.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.498932,10.12552288,4.339378393,0.01,0.01,0.01
DSLR1_IMG_0749.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4033818,10.07609618,4.32760881,0.01,0.01,0.01
DSLR1_IMG_0750.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.430056,10.02974065,4.328152759,0.01,0.01,0.01
DSLR1_IMG_0751.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4524604,10.08741671,4.313845983,0.01,0.01,0.01
DSLR1_IMG_0752.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4632834,10.08271438,4.361395778,0.01,0.01,0.01
DSLR1_IMG_0761.tif,762811.7361,3295763.519,4059.4979,0.01,0.01,0.01,234.4709154,9.94280646,4.540219909,0.01,0.01,0.01
